Model,Dataset,GFLOPs,GPU_Memory_Used,Parameters,InferenceTime_ms,NumPoints,BatchSize,Worker,GPU_Name,GPU_TotalMem_GB,GPU_ComputeCapability
npnet,ModelNet40,0.00208896,99.0908203125,0,3.860795342555116,1024,4,6,NVIDIA GeForce RTX 3090,25.3,8.6
pointnn,ModelNet40,0.002678784,161.0048828125,0,4.4385967726066005,1024,4,6,NVIDIA GeForce RTX 3090,25.3,8.6
pointgn,ModelNet40,0.00208896,160.95556640625,0,5.797132406281111,1024,4,6,NVIDIA GeForce RTX 3090,25.3,8.6
npnet,Shapenet,0.004521984,256.38671875,0,5.627544865323041,1024,4,6,NVIDIA GeForce RTX 3090,25.3,8.6
pointnn,Shapenet,0.005357568,442.94091796875,0,16.827345532402706,1024,4,6,NVIDIA GeForce RTX 3090,25.3,8.6
