dataset,acc_cos,acc_1nn,Inference_Time,GFLOPs,Mem_MB,mode,seed,k,init_dim,stages,stage_dim,sigma,baseline,scaling,eps,fixed_sigma,fixed_blend,batch_size,num_points,total_time,train_time,test_time,gamma,log_file_path
modelnet40,85.4471504688263,3.452756255865097,-,-,-,,42,110,35,4,35,0.232,0.1,10.0,1e-06,None,None,10,1024,74.24280142784119,35.20650792121887,8.855753660202026,3798.0,results/logs/classification/modelnet40/log_2025-09-20_01-56-15.txt
