dataset,acc_cos,acc_1nn,Inference_Time,GFLOPs,Mem_MB,mode,seed,k,init_dim,stages,stage_dim,sigma,baseline,scaling,eps,fixed_sigma,fixed_blend,batch_size,num_points,total_time,train_time,test_time,gamma,log_file_path
modelnet-R,85.65040230751038,84.39024090766907,-,-,-,,42,110,35,4,35,0.274,0.1,10.0,1e-06,None,None,10,1024,72.36221122741699,33.92493915557861,8.505589962005615,5384.0,results/logs/classification/modelnet-R/log_2025-09-20_01-57-29.txt
